Starting week,Reached $20M,Reaching date,Weeks to $20M,Weeks observed,Total top-ups,Total capital incl. $600,Final balance,Catch-up top-ups,Flat $115 top-ups,Catch-up weeks,Flat weeks,Tax paid
2024-09-13,No,Not reached by 2026-08-12,,100,35319.05446518274,35919.05446518274,3388413.573445182,3234.0544651827377,32085.0,7,93,84203.10902
2024-09-20,No,Not reached by 2026-08-12,,99,34966.67969873946,35566.67969873946,3128790.776298741,2881.6796987394628,32085.0,6,93,77342.09539999996
2024-09-27,No,Not reached by 2026-08-12,,98,34461.4700179325,35061.4700179325,2924161.284217932,2376.4700179325,32085.0,5,93,71985.4368
2024-10-04,No,Not reached by 2026-08-12,,97,33916.9750985,34516.9750985,2689263.4139285013,1831.9750985000003,32085.0,4,93,65827.23717
2024-10-11,No,Not reached by 2026-08-12,,96,33495.2443,34095.2443,2479366.8226399994,1410.2443,32085.0,3,93,60308.26366000001
2024-10-18,No,Not reached by 2026-08-12,,95,32983.532999999996,33583.532999999996,2260955.9578200006,898.533,32085.0,2,93,54584.85718000001
2024-10-25,No,Not reached by 2026-08-12,,94,32513.925,33113.925,2074364.5936100003,428.92499999999995,32085.0,1,93,49697.15639000001
2024-11-01,No,Not reached by 2026-08-12,,93,32302.177889228762,32902.17788922876,1875591.115479229,4357.177889228762,27945.0,12,81,44434.12941
2024-11-08,No,Not reached by 2026-08-12,,92,32271.338271989247,32871.33827198925,1768712.8363119892,4671.338271989246,27600.0,12,80,41583.64395999998
2024-11-15,No,Not reached by 2026-08-12,,91,32046.717236353343,32646.717236353343,1662320.041396354,4791.717236353344,27255.0,12,79,38787.82284
2024-11-22,No,Not reached by 2026-08-12,,90,31828.568135266363,32428.568135266363,1557032.438765266,5263.568135266361,26565.0,13,77,36018.85537000001
2024-11-29,No,Not reached by 2026-08-12,,89,31428.308961977375,32028.308961977375,1461144.6564719775,4863.308961977376,26565.0,12,77,33551.44848999999
2024-12-06,No,Not reached by 2026-08-12,,88,31172.81026505012,31772.81026505012,1368674.50268505,5297.810265050121,25875.0,13,75,31132.902579999998
2024-12-13,No,Not reached by 2026-08-12,,87,30800.16219622021,31400.16219622021,1282430.9870762203,4925.1621962202125,25875.0,12,75,28914.00012000001
2024-12-20,No,Not reached by 2026-08-12,,86,30391.769685378193,30991.769685378193,1191943.5669853778,5206.769685378194,25185.0,13,73,26588.8717
2024-12-27,No,Not reached by 2026-08-12,,85,30053.592737204013,30653.592737204013,1116245.6832672039,4868.592737204013,25185.0,12,73,24640.817470000016
2025-01-03,No,Not reached by 2026-08-12,,84,29659.371844214365,30259.371844214365,1033543.0533342145,4474.371844214366,25185.0,11,73,22526.139510000005
2025-01-10,No,Not reached by 2026-08-12,,83,29293.973511209922,29893.973511209922,960800.4785212097,4108.973511209921,25185.0,10,73,20662.788989999994
2025-01-17,No,Not reached by 2026-08-12,,82,28959.861886325285,29559.861886325285,1055241.8258863254,3774.8618863252827,25185.0,9,73,0.0
2025-01-24,No,Not reached by 2026-08-12,,81,28613.43649409118,29213.43649409118,972109.2694940912,3773.4364940911796,24840.0,9,72,0.0
2025-01-31,No,Not reached by 2026-08-12,,80,28223.54206611596,28823.54206611596,894711.4880661158,3383.542066115961,24840.0,8,72,0.0
2025-02-07,No,Not reached by 2026-08-12,,79,27780.87346518274,28380.87346518274,815445.8184651828,2940.8734651827385,24840.0,7,72,0.0
2025-02-14,No,Not reached by 2026-08-12,,78,27377.85269873946,27977.85269873946,739754.0686987395,2537.8526987394625,24840.0,6,72,0.0
2025-02-21,No,Not reached by 2026-08-12,,77,26519.193698739462,27119.193698739462,626136.1846987396,2024.1936987394624,24495.0,6,71,0.0
2025-02-28,No,Not reached by 2026-08-12,,76,26093.2190179325,26693.2190179325,575741.3760179324,1598.2190179325,24495.0,5,71,0.0
2025-03-07,No,Not reached by 2026-08-12,,75,25704.8020985,26304.8020985,515501.0710985002,1209.8020985,24495.0,4,71,0.0
2025-03-14,No,Not reached by 2026-08-12,,74,25403.476300000002,26003.476300000002,461360.3793,908.4763,24495.0,3,71,0.0
2025-03-21,No,Not reached by 2026-08-12,,73,25108.309999999998,25708.309999999998,404238.39999999985,613.31,24495.0,2,71,0.0
2025-03-28,No,Not reached by 2026-08-12,,72,25433.542,26033.542,361788.37,1283.542,24150.0,2,70,0.0
2025-04-04,No,Not reached by 2026-08-12,,71,26911.327,27511.327,313073.82999999996,4486.327,22425.0,6,65,0.0
2025-04-11,No,Not reached by 2026-08-12,,70,27523.506229839037,28123.506229839037,286753.952229839,6133.506229839037,21390.0,8,62,0.0
2025-04-17,No,Not reached by 2026-08-12,,69,28846.45725821916,29446.45725821916,274808.38725821924,8146.457258219161,20700.0,9,60,0.0
2025-04-25,No,Not reached by 2026-08-12,,68,30449.551,31049.551,255887.50000000003,11474.551,18975.0,13,55,0.0
2025-05-02,No,Not reached by 2026-08-12,,67,30377.701236353347,30977.701236353347,241906.8602363533,14852.701236353347,15525.0,22,45,0.0
2025-05-09,No,Not reached by 2026-08-12,,66,29964.926135266363,30564.926135266363,231829.9681352664,14784.926135266363,15180.0,22,44,0.0
2025-05-16,No,Not reached by 2026-08-12,,65,29640.405961977376,30240.405961977376,222611.87696197742,14460.405961977376,15180.0,21,44,0.0
2025-05-23,No,Not reached by 2026-08-12,,64,29203.16126505012,29803.16126505012,214978.3922650501,14023.16126505012,15180.0,20,44,0.0
2025-05-30,No,Not reached by 2026-08-12,,63,28650.814196220213,29250.814196220213,206382.99119622022,14160.814196220213,14490.0,21,42,0.0
2025-06-06,No,Not reached by 2026-08-12,,62,27982.18822983902,28582.18822983902,197730.7432298392,14182.18822983902,13800.0,22,40,0.0
2025-06-13,No,Not reached by 2026-08-12,,61,26869.66925821916,27469.66925821916,187753.40325821916,12724.669258219163,14145.0,20,41,0.0
2025-06-20,No,Not reached by 2026-08-12,,60,26028.571912171446,26628.571912171446,178323.32391217139,11883.571912171446,14145.0,19,41,0.0
2025-06-27,No,Not reached by 2026-08-12,,59,25646.27788922876,26246.27788922876,172462.63688922877,11156.277889228762,14490.0,17,42,0.0
2025-07-03,No,Not reached by 2026-08-12,,58,25083.24127198925,25683.24127198925,164905.7372719893,10593.241271989249,14490.0,16,42,0.0
2025-07-11,No,Not reached by 2026-08-12,,57,24544.256236353347,25144.256236353347,157572.50623635337,10054.256236353347,14490.0,15,42,0.0
2025-07-18,No,Not reached by 2026-08-12,,56,24018.41313526636,24618.41313526636,150419.6501352664,9528.41313526636,14490.0,14,42,0.0
2025-07-25,No,Not reached by 2026-08-12,,55,23362.444027789497,23962.444027789497,143364.9430277895,8872.444027789494,14490.0,13,42,0.0
2025-08-01,No,Not reached by 2026-08-12,,54,22566.54514621004,23166.54514621004,135257.57414621007,8076.54514621004,14490.0,12,42,0.0
2025-08-08,No,Not reached by 2026-08-12,,53,21927.87059924406,22527.87059924406,128141.63959924401,8817.870599244057,13110.0,15,38,0.0
2025-08-15,No,Not reached by 2026-08-12,,52,21212.773889228763,21812.773889228763,121088.01888922874,8102.773889228763,13110.0,14,38,0.0
2025-08-22,No,Not reached by 2026-08-12,,51,20456.26127198925,21056.26127198925,114052.39127198928,7691.261271989249,12765.0,14,37,0.0
2025-08-29,No,Not reached by 2026-08-12,,50,19962.057236353343,20562.057236353343,107750.68723635336,8232.057236353345,11730.0,16,34,0.0
2025-09-05,No,Not reached by 2026-08-12,,49,19817.646511209918,20417.646511209918,104486.39551120994,7742.646511209919,12075.0,14,35,0.0
2025-09-12,No,Not reached by 2026-08-12,,48,19450.000886325284,20050.000886325284,99747.30088632529,7375.000886325283,12075.0,13,35,0.0
2025-09-19,No,Not reached by 2026-08-12,,47,19039.31349409118,19639.31349409118,94585.06649409117,6964.3134940911805,12075.0,12,35,0.0
2025-09-26,No,Not reached by 2026-08-12,,46,18582.05206611596,19182.05206611596,90282.66506611594,6507.052066115962,12075.0,11,35,0.0
2025-10-03,No,Not reached by 2026-08-12,,45,17932.293737204014,18532.293737204014,84489.83073720403,5857.293737204014,12075.0,10,35,0.0
2025-10-10,No,Not reached by 2026-08-12,,44,17317.456844214368,17917.456844214368,79377.64284421432,5242.456844214368,12075.0,9,35,0.0
2025-10-17,No,Not reached by 2026-08-12,,43,16598.87051120992,17198.87051120992,73870.2955112099,4523.870511209921,12075.0,8,35,0.0
2025-10-24,No,Not reached by 2026-08-12,,42,16047.316886325283,16647.316886325283,68751.10288632527,3972.316886325283,12075.0,7,35,0.0
2025-10-31,No,Not reached by 2026-08-12,,41,15347.91049409118,15947.91049409118,63942.539494091194,3962.9104940911798,11385.0,8,33,0.0
2025-11-07,No,Not reached by 2026-08-12,,40,14783.74506611596,15383.74506611596,59384.194066115946,3398.745066115961,11385.0,7,33,0.0
2025-11-14,No,Not reached by 2026-08-12,,39,14323.412465182739,14923.412465182739,54844.07546518272,3283.4124651827383,11040.0,7,32,0.0
2025-11-21,No,Not reached by 2026-08-12,,38,13335.15906611596,13935.15906611596,46716.25406611596,2985.1590661159617,10350.0,8,30,0.0
2025-11-26,No,Not reached by 2026-08-12,,37,12615.97049409118,13215.97049409118,41288.712494091174,2610.9704940911806,10005.0,8,29,0.0
2025-12-05,No,Not reached by 2026-08-12,,36,12318.835066115962,12918.835066115962,38183.36906611594,2313.835066115962,10005.0,7,29,0.0
2025-12-12,No,Not reached by 2026-08-12,,35,11835.755465182738,12435.755465182738,35233.63146518274,1830.755465182738,10005.0,6,29,0.0
2025-12-19,No,Not reached by 2026-08-12,,34,11085.426465182738,11685.426465182738,30835.939465182735,1425.426465182738,9660.0,6,28,0.0
2025-12-26,No,Not reached by 2026-08-12,,33,10981.43549409118,11581.43549409118,27139.003494091176,2356.4354940911794,8625.0,8,25,0.0
2026-01-02,No,Not reached by 2026-08-12,,32,10833.961066115962,11433.961066115962,25133.175066115953,2553.961066115962,8280.0,8,24,0.0
2026-01-09,No,Not reached by 2026-08-12,,31,10498.172912171458,11098.172912171458,23055.73491217145,2563.172912171458,7935.0,8,23,0.0
2026-01-16,No,Not reached by 2026-08-12,,30,10811.826337006167,11411.826337006167,21795.889337006174,2876.826337006167,7935.0,7,23,0.0
2026-01-23,No,Not reached by 2026-08-12,,29,10888.316382506047,11488.316382506047,20381.726382506055,3643.3163825060483,7245.0,8,21,0.0
2026-01-30,No,Not reached by 2026-08-12,,28,11909.733027789493,12509.733027789493,19098.911027789494,6044.733027789493,5865.0,11,17,0.0
2026-02-06,No,Not reached by 2026-08-12,,27,12183.752465182737,12783.752465182737,18069.842465182734,6318.752465182738,5865.0,10,17,0.0
2026-02-13,No,Not reached by 2026-08-12,,26,11718.127889228766,12318.127889228766,16571.83988922876,6198.127889228767,5520.0,10,16,0.0
2026-02-20,No,Not reached by 2026-08-12,,25,11683.44727198925,12283.44727198925,15768.177271989247,7198.447271989249,4485.0,12,13,0.0
2026-02-27,No,Not reached by 2026-08-12,,24,11884.717236353343,12484.717236353343,15003.148236353347,7399.717236353344,4485.0,11,13,0.0
2026-03-06,No,Not reached by 2026-08-12,,23,11811.261135266359,12411.261135266359,14265.91213526636,7326.26113526636,4485.0,10,13,0.0
2026-03-13,No,Not reached by 2026-08-12,,22,11990.906889228765,12590.906889228765,13469.874889228764,7505.906889228765,4485.0,9,13,0.0
2026-03-20,No,Not reached by 2026-08-12,,21,11988.153196220212,12588.153196220212,12614.465196220213,8193.153196220212,3795.0,10,11,0.0
2026-03-27,No,Not reached by 2026-08-12,,20,11579.460236353347,12179.460236353347,11805.963236353346,8474.460236353349,3105.0,11,9,0.0
2026-04-02,No,Not reached by 2026-08-12,,19,11268.299135266361,11868.299135266361,11030.29413526636,10233.29913526636,1035.0,16,3,0.0
2026-04-10,No,Not reached by 2026-08-12,,18,10767.759961977377,11367.759961977377,10290.002961977378,9732.759961977377,1035.0,15,3,0.0
2026-04-17,No,Not reached by 2026-08-12,,17,10207.37326505012,10807.37326505012,9574.389265050122,9172.373265050122,1035.0,14,3,0.0
2026-04-24,No,Not reached by 2026-08-12,,16,9442.552196220213,10042.552196220213,8891.172196220214,8752.552196220213,690.0,14,2,0.0
2026-05-01,No,Not reached by 2026-08-12,,15,8742.542685378194,9342.542685378194,8238.956685378194,8742.542685378194,0.0,15,0,0.0
2026-05-08,No,Not reached by 2026-08-12,,14,8232.739737204014,8832.739737204014,7616.407737204014,8232.739737204014,0.0,14,0,0.0
2026-05-15,No,Not reached by 2026-08-12,,13,7451.883737204013,8051.883737204013,6983.487737204014,7451.883737204013,0.0,13,0,0.0
2026-05-22,No,Not reached by 2026-08-12,,12,6591.406844214367,7191.406844214367,6352.619844214367,6591.406844214367,0.0,12,0,0.0
2026-05-29,No,Not reached by 2026-08-12,,11,5871.99251120992,6471.99251120992,5748.91851120992,5871.99251120992,0.0,11,0,0.0
2026-06-05,No,Not reached by 2026-08-12,,10,5155.367886325283,5755.367886325283,5171.213886325283,5155.367886325283,0.0,10,0,0.0
2026-06-12,No,Not reached by 2026-08-12,,9,4481.76749409118,5081.76749409118,4618.38649409118,4481.76749409118,0.0,9,0,0.0
2026-06-18,No,Not reached by 2026-08-12,,8,3874.707066115961,4474.707066115961,4089.3650661159613,3874.707066115961,0.0,8,0,0.0
2026-06-26,No,Not reached by 2026-08-12,,7,3180.7404651827383,3780.7404651827383,3583.1244651827383,3180.7404651827383,0.0,7,0,0.0
2026-07-02,No,Not reached by 2026-08-12,,6,2720.794698739463,3320.794698739463,3098.6836987394627,2720.794698739463,0.0,6,0,0.0
2026-07-10,No,Not reached by 2026-08-12,,5,2173.7940179324996,2773.7940179324996,2635.1040179325,2173.7940179324996,0.0,5,0,0.0
2026-07-17,No,Not reached by 2026-08-12,,4,1683.2570985000002,2283.2570985,2191.4870985000002,1683.2570985000002,0.0,4,0,0.0
2026-07-24,No,Not reached by 2026-08-12,,3,1231.2123000000001,1831.2123000000001,1766.9733,1231.2123000000001,0.0,3,0,0.0
2026-07-31,No,Not reached by 2026-08-12,,2,806.625,1406.625,1360.74,806.625,0.0,2,0,0.0
2026-08-07,No,Not reached by 2026-08-12,,1,399.53099999999995,999.531,972.0,399.53099999999995,0.0,1,0,0.0
2026-08-12,No,Not reached by 2026-08-12,,0,0.0,600.0,600.0,0.0,0.0,0,0,0.0
