configuration,idea_id,kind,description,final_balance,cagr_percent,closed_trade_drawdown,daily_equity_drawdown,closed_dd_improvement_pp,daily_dd_improvement_pp,cagr_change_pp,cagr_retention,trades,weeks,days_in_position
leverage_override,50,single,5m <= -0.940%,132920156.07860012,213.74174329138137,0.9833911878588082,0.9833911878588082,-1.3914821658783327,-1.0032843265384894,-166.63254646192482,0.5619247910525308,433,433,1323
leverage_override,51,single,5m <= -1.000%,520706992.61907005,269.81373769438574,0.9833911878588082,0.9833911878588082,-1.3914821658783327,-1.0032843265384894,-110.56055205892045,0.7093374735431643,433,433,1331
leverage_override,52,single,5m <= -1.060%,352480644.94010997,252.83893391703782,0.9833911878588082,0.9833911878588082,-1.3914821658783327,-1.0032843265384894,-127.53535583626837,0.6647108932652044,433,433,1334
leverage_override,53,single,5m <= -1.120%,294315222.28792983,245.25877032876576,0.9833911878588082,0.9833911878588082,-1.3914821658783327,-1.0032843265384894,-135.11551942454042,0.6447827230589893,433,433,1334
leverage_override,54,single,5m <= -1.180%,264097592.1595899,240.78389062371573,0.9833911878588082,0.9833911878588082,-1.3914821658783327,-1.0032843265384894,-139.59039912959045,0.633018311463368,433,433,1341
leverage_override,55,single,5m <= -1.240%,245599426.05600968,237.816833918125,0.9848903248906189,0.9848903248906189,-1.5413958690594032,-1.1531980297195599,-142.55745583518117,0.6252179506463552,433,433,1341
leverage_override,56,single,5m <= -1.300%,745253246.8935597,286.13045175373037,0.9848903248906189,0.9848903248906189,-1.5413958690594032,-1.1531980297195599,-94.24383799957582,0.7522339428863655,433,433,1346
leverage_override,57,single,5m <= -1.360%,745253246.8935597,286.13045175373037,0.9848903248906189,0.9848903248906189,-1.5413958690594032,-1.1531980297195599,-94.24383799957582,0.7522339428863655,433,433,1346
leverage_override,58,single,5m <= -1.420%,1232872527.0419202,310.260864050599,0.9848903248906189,0.9848903248906189,-1.5413958690594032,-1.1531980297195599,-70.11342570270716,0.8156725425680594,433,433,1348
leverage_override,59,single,5m <= -1.480%,724993991.8738505,284.8510378413974,0.9848903248906189,0.9848903248906189,-1.5413958690594032,-1.1531980297195599,-95.5232519119088,0.748870377191211,433,433,1349
leverage_override,60,single,5m <= -1.540%,2098173083.454361,337.38953333373513,0.9694763662000249,0.9733583445934233,0.0,0.0,-42.984756419571056,0.8869935282759278,433,433,1349
leverage_override,61,single,15m <= -0.600%,737672.7971000005,67.85429427840475,0.7972034263197366,0.8068003596830775,17.227293988028826,16.65579849103458,-312.5199954749014,0.17838822472047736,433,433,856
leverage_override,62,single,15m <= -0.680%,972763.1021299997,73.54031913997241,0.8127199836103773,0.8127199836103773,15.675638258964753,16.063836098304595,-306.8339706133338,0.193336724171519,433,433,964
leverage_override,63,single,15m <= -0.760%,844823.8389500008,70.61830300972825,0.8586583023087974,0.8586583023087974,11.08180638912275,11.470004228462594,-309.7559867435779,0.1856547745525286,433,433,1062
leverage_override,64,single,15m <= -0.840%,1147226.294269998,77.02218085589737,0.939596886869984,0.939596886869984,2.987947933004087,3.3761457723439303,-303.3521088974088,0.20249050193652818,433,433,1127
leverage_override,65,single,15m <= -0.920%,5091959.951040002,111.82115061546689,0.9632794343903036,0.9632794343903036,0.6196931809721251,1.0078910203119684,-268.5531391378393,0.2939766267798728,433,433,1189
leverage_override,66,single,15m <= -1.000%,6804897.35011,119.34861577804558,0.9732890918562042,0.9732890918562042,-0.38127256561792944,0.006925273721913872,-261.0256739752606,0.31376625338018976,433,433,1230
leverage_override,67,single,15m <= -1.080%,18228530.71185001,146.98309268961944,0.9831055110182839,0.9831055110182839,-1.3629144818259054,-0.974716642486062,-233.39119706368675,0.3864170020138483,433,433,1261
leverage_override,68,single,15m <= -1.160%,23073578.187690046,154.09378757662532,0.9920418204250218,0.9920418204250218,-2.2565454224996895,-1.8683475831598462,-226.28050217668087,0.40511094395092706,433,433,1287
leverage_override,69,single,15m <= -1.240%,172791059.07356006,223.81135157955282,0.9920418204250218,0.9920418204250218,-2.2565454224996895,-1.8683475831598462,-156.56293817375337,0.5883976851450893,433,433,1308
leverage_override,70,single,15m <= -1.320%,36166579.762379974,168.22519903801617,0.9919557730188592,0.9919557730188592,-2.2479406818834313,-1.859742842543588,-212.14909071529001,0.44226227578924837,433,433,1319
leverage_override,71,single,15m <= -1.400%,32607281.279529992,164.89967996835037,0.9776833765833557,0.9776833765833557,-0.8207010383330826,-0.4325031989932393,-215.47460978495582,0.43351952119397175,433,433,1334
leverage_override,72,single,15m <= -1.480%,140576465.95743003,215.86477029022154,0.9779421561900372,0.9779421561900372,-0.8465789990012351,-0.4583811596613918,-164.50951946308464,0.5675062066634993,433,433,1337
leverage_override,73,single,15m <= -1.560%,275087174.9481803,242.46109601361573,0.9779421561900372,0.9779421561900372,-0.8465789990012351,-0.4583811596613918,-137.91319373969046,0.6374276667617709,433,433,1337
leverage_override,74,single,15m <= -1.640%,445469287.5608197,262.9287234736331,0.9777413789089912,0.9777413789089912,-0.8265012708966291,-0.43830343155678575,-117.44556627967307,0.691236843699812,433,433,1342
leverage_override,75,single,15m <= -1.720%,450512530.73532975,263.42106671006763,0.9777413789089912,0.9777413789089912,-0.8265012708966291,-0.43830343155678575,-116.95322304323855,0.6925312088808915,433,433,1342
leverage_override,76,single,15m <= -1.800%,1311661246.419331,313.33280305004985,0.9694763662000249,0.9733583445934233,0.0,0.0,-67.04148670325634,0.8237486378305525,433,433,1344
leverage_override,77,single,15m <= -1.880%,1101827282.8247502,304.74633198114134,0.9694763662000249,0.9733583445934233,0.0,0.0,-75.62795777216485,0.8011748958605647,433,433,1347
leverage_override,78,single,15m <= -1.960%,1248949263.8738472,310.90143793280396,0.9694763662000249,0.9733583445934233,0.0,0.0,-69.47285182050223,0.8173566045550575,433,433,1348
leverage_override,79,single,15m <= -2.040%,1447544809.8556392,318.26853159786054,0.9694763662000249,0.9733583445934233,0.0,0.0,-62.10575815544564,0.8367246161781211,433,433,1349
leverage_override,80,single,15m <= -2.120%,1509181610.8590074,320.374126571597,0.9694763662000249,0.9733583445934233,0.0,0.0,-60.00016318170918,0.8422602031787622,433,433,1349
leverage_override,81,single,30m <= -0.800%,1101460.264759999,76.15646617183964,0.7453387409188892,0.7453387409188892,22.41376252811357,22.80196036745341,-304.2178235814665,0.20021454715362422,433,433,934
leverage_override,82,single,30m <= -0.900%,7285503.819690001,121.15867316018254,0.8207054909880496,0.8207054909880496,14.877087521197529,15.265285360537373,-259.2156165931236,0.31852487516640693,433,433,1032
leverage_override,83,single,30m <= -1.000%,9936893.980530001,129.58093818634708,0.8493694015656733,0.8493694015656733,12.010696463435156,12.398894302774998,-250.7933515669591,0.34066692118015524,433,433,1114
leverage_override,84,single,30m <= -1.100%,16299071.66882001,143.6778476170295,0.8843311397121713,0.8843311397121713,8.514522648785361,8.902720488125205,-236.6964421362767,0.3777275475432699,433,433,1161
leverage_override,85,single,30m <= -1.200%,77794166.26566,194.14183795029453,0.9539057842551116,0.955629119821316,1.557058194491323,1.7729224772107255,-186.23245180301166,0.5103968464225231,433,433,1209
leverage_override,86,single,30m <= -1.300%,167128603.29781994,222.51468979031694,0.9704553175896945,0.9704553175896945,-0.09789513896696356,0.29030270037287975,-157.85959996298925,0.5849887749632869,433,433,1247
leverage_override,87,single,30m <= -1.400%,91958701.77198005,200.12693729351244,0.967369345865808,0.967369345865808,0.2107020334216836,0.5988998727615269,-180.24735245979375,0.5261316095346661,433,433,1288
leverage_override,88,single,30m <= -1.500%,498711401.35176975,267.89664800166224,0.985866803603516,0.985866803603516,-1.639043740349111,-1.2508459010092676,-112.47764175164394,0.7042974649401463,433,433,1309
leverage_override,89,single,30m <= -1.600%,63844105.98221007,187.22445273360063,0.9857520737286325,0.9857520737286325,-1.627570752860763,-1.2393729135209197,-193.14983701970556,0.49221111357191377,433,433,1317
leverage_override,90,single,30m <= -1.700%,52887192.61051006,180.78534910201628,0.985813262995237,0.985813262995237,-1.6336896795212108,-1.2454918401813675,-199.5889406512899,0.47528277796920926,433,433,1318
leverage_override,91,single,30m <= -1.800%,265314152.51324987,240.97254940216146,0.9737615270269224,0.9737615270269224,-0.42851608268975605,-0.04031824334991274,-139.40174035114472,0.6335142934041245,433,433,1327
leverage_override,92,single,30m <= -1.900%,508665661.0011698,268.7732666383611,0.9769114994806675,0.9769114994806675,-0.7435133280642603,-0.355315488724417,-111.60102311494506,0.7066020860996559,433,433,1335
leverage_override,93,single,30m <= -2.000%,1134803279.7000892,306.1862121514591,0.9694763662000249,0.9733583445934233,0.0,0.0,-74.18807760184711,0.8049603256572304,433,433,1344
leverage_override,94,single,30m <= -2.100%,1742347865.3753264,327.7101241787436,0.9694763662000249,0.9733583445934233,0.0,0.0,-52.66416557456256,0.8615464635932197,433,433,1346
leverage_override,95,single,30m <= -2.200%,1714807376.1411297,326.8902790047698,0.9694763662000249,0.9733583445934233,0.0,0.0,-53.48401074853638,0.8593910992690286,433,433,1346
