idea_id,description,final_balance,cagr_percent,daily_drawdown,closed_drawdown,dd_improvement_pp,cagr_change_pp,cagr_retention,trades,days_in_position,structural_exits
1,OR5 entry-0.50% persist-1m slow-30m/-0.75%,380074662.64148986,256.05604381836406,0.8161537848991692,0.8161537848991692,3.0569932019769985,-595.1608010942896,0.3008117677049012,376,904,127
2,OR5 entry-0.50% persist-1m slow-30m/-1.00%,10665676080.884966,431.99094909592617,0.6706981932483098,0.6282599795482399,17.60255236706294,-419.2258958167275,0.5074981206936222,376,1024,76
3,OR5 entry-0.50% persist-1m slow-30m/-1.25%,229609709019.80432,669.8877281048195,0.6242218760519171,0.6242218760519171,22.250184086702205,-181.3291168078341,0.7869765878206499,376,1105,39
4,OR5 entry-0.50% persist-1m slow-30m/-1.50%,830361848390.015,798.7862417257251,0.8018817834791688,0.8018817834791688,4.484193343977038,-52.43060318692858,0.9384051155703942,376,1146,18
5,OR5 entry-0.50% persist-1m slow-45m/-0.75%,30296513.88312002,162.56529450669407,0.7707687996043646,0.7506363417049612,7.59549173145746,-688.6515504059596,0.19097988424251106,376,835,155
6,OR5 entry-0.50% persist-1m slow-45m/-1.00%,3037722929.627832,357.32092679436107,0.6185008653928903,0.6143741262047506,22.82228515260489,-493.89591811829257,0.41977661618177564,376,968,98
7,OR5 entry-0.50% persist-1m slow-45m/-1.25%,14470821949.237741,451.9004878449934,0.7176655837899903,0.7176655837899903,12.905813312894887,-399.31635706766025,0.5308876234602294,376,1052,62
8,OR5 entry-0.50% persist-1m slow-45m/-1.50%,403875396893.4471,724.0656808795936,0.6716656852981242,0.6716656852981242,17.505803162081502,-127.15116403306001,0.8506242389433595,376,1119,33
9,OR5 entry-0.50% persist-1m slow-60m/-0.75%,54707633.19039997,181.93197879308607,0.7859865127451677,0.7671905656200553,6.073720417377149,-669.2848661195676,0.2137316476763976,376,820,162
10,OR5 entry-0.50% persist-1m slow-60m/-1.00%,743624809.4359901,286.0287505941472,0.6703943393351008,0.6649597015351756,17.63293775838384,-565.1880943185065,0.3360233673753221,376,950,108
11,OR5 entry-0.50% persist-1m slow-60m/-1.25%,22076804223.021755,480.69944001393264,0.6812012046503813,0.6759447537135778,16.552251226855795,-370.517404898721,0.5647203093863338,376,1023,75
12,OR5 entry-0.50% persist-1m slow-60m/-1.50%,1514548209975.5354,866.2478248583009,0.6716658798580357,0.6716658798580357,17.505783706090348,15.030979945647232,1.0176582266146172,376,1107,38
13,OR5 entry-0.50% persist-3m slow-30m/-0.75%,757544245.7723601,286.8918207639775,0.6829088341833236,0.6776805391586161,16.381488273561562,-564.3250241486762,0.33703729252845843,376,910,125
14,OR5 entry-0.50% persist-3m slow-30m/-1.00%,15643143519.756657,457.10206004893195,0.6706918487649396,0.6279833863162989,17.60318681539996,-394.1147848637217,0.5369983721314124,376,1027,75
15,OR5 entry-0.50% persist-3m slow-30m/-1.25%,214805083507.71408,663.7332351275421,0.6242251638280476,0.6242251638280476,22.249855309089163,-187.48360978511153,0.7797463585153206,376,1105,39
16,OR5 entry-0.50% persist-3m slow-30m/-1.50%,777651699644.0626,791.7159117994826,0.8018937414007157,0.8018937414007157,4.482997551822354,-59.50093311317107,0.9300989712917668,376,1146,18
17,OR5 entry-0.50% persist-3m slow-45m/-0.75%,28278550.8371,160.39486654105735,0.7707690754593669,0.7506366417872031,7.595464145957232,-690.8219783715963,0.18843008981749654,376,837,155
18,OR5 entry-0.50% persist-3m slow-45m/-1.00%,2760755761.13882,352.0860645285012,0.6186301384605263,0.6186301384605263,22.809357845841294,-499.13078038415244,0.41362675871931315,376,970,97
19,OR5 entry-0.50% persist-3m slow-45m/-1.25%,10688214565.971348,432.1262012645266,0.7176655837899903,0.7176655837899903,12.905813312894887,-419.090643648127,0.5076570134239632,376,1052,62
20,OR5 entry-0.50% persist-3m slow-45m/-1.50%,378093057604.6149,717.5454127516642,0.6753586094388151,0.6753586094388151,17.136510748012412,-133.6714321609894,0.8429643010945044,376,1119,33
21,OR5 entry-0.50% persist-3m slow-60m/-0.75%,44493233.61787998,175.0020690745239,0.7860805972899894,0.767292913233492,6.064311962894986,-676.2147758381298,0.20559046748244447,376,820,162
22,OR5 entry-0.50% persist-3m slow-60m/-1.00%,712947244.8638601,284.07527260397234,0.6704305917824728,0.6649965517238617,17.629312513646646,-567.1415723086814,0.33372844334762,376,950,108
23,OR5 entry-0.50% persist-3m slow-60m/-1.25%,21050472285.798466,477.38002224982614,0.681185343974413,0.6759286315219882,16.553837294452624,-373.8368226628275,0.5608206946360558,376,1023,75
24,OR5 entry-0.50% persist-3m slow-60m/-1.50%,1423540219572.3396,859.0639361995143,0.6753586647828136,0.6753586647828136,17.136505213612562,7.847091286860632,1.0092186748109595,376,1107,38
25,OR5 entry-0.50% persist-5m slow-30m/-0.75%,1365383678.4180996,315.3356381642057,0.7363026615338902,0.7319547400798815,11.042105538504899,-535.881206748448,0.37045277011237177,376,923,122
26,OR5 entry-0.50% persist-5m slow-30m/-1.00%,15065080520.586357,454.581719477303,0.6631511794033951,0.6379590311293453,18.357253751554413,-396.63512543535063,0.5340375043023841,376,1027,75
