idea_id,family,description,final_balance,deposited,cagr_percent,daily_drawdown,closed_drawdown,trades,days_in_position,dd_improvement_pp,cagr_change_pp,cagr_retention
44,failed-recovery,"{""entry_loss"": 0.025, ""failed_recovery_minutes"": 30, ""opening_range_minutes"": 30, ""persistence"": 3, ""recovery_gap"": 0.0125}",17550266591.161366,10000.0,464.87327107035077,0.7890830426007218,0.7740667836823225,376,1107,5.76406743182174,-386.3435738423029,0.546127903657796
45,failed-recovery,"{""entry_loss"": 0.025, ""failed_recovery_minutes"": 60, ""opening_range_minutes"": 30, ""persistence"": 3, ""recovery_gap"": 0.0125}",10815269955.460869,10000.0,432.88399310543133,0.8178219430684942,0.8178219430684942,376,1113,2.890177385044501,-418.3328518072223,0.5085472587773461
46,failed-recovery,"{""entry_loss"": 0.03, ""failed_recovery_minutes"": 5, ""opening_range_minutes"": 30, ""persistence"": 3, ""recovery_gap"": 0.015}",45478774034.834564,10000.0,533.502979230817,0.8445670477668443,0.8439732180955076,376,1135,0.21566691520948922,-317.71386568183664,0.6267533148801369
47,failed-recovery,"{""entry_loss"": 0.03, ""failed_recovery_minutes"": 10, ""opening_range_minutes"": 30, ""persistence"": 3, ""recovery_gap"": 0.015}",45478774034.834564,10000.0,533.502979230817,0.8445670477668443,0.8439732180955076,376,1135,0.21566691520948922,-317.71386568183664,0.6267533148801369
48,failed-recovery,"{""entry_loss"": 0.03, ""failed_recovery_minutes"": 15, ""opening_range_minutes"": 30, ""persistence"": 3, ""recovery_gap"": 0.015}",45478774034.834564,10000.0,533.502979230817,0.8445670477668443,0.8439732180955076,376,1135,0.21566691520948922,-317.71386568183664,0.6267533148801369
49,failed-recovery,"{""entry_loss"": 0.03, ""failed_recovery_minutes"": 30, ""opening_range_minutes"": 30, ""persistence"": 3, ""recovery_gap"": 0.015}",41938923447.20001,10000.0,527.3513308913926,0.8445692322059821,0.8439754108802682,376,1135,0.21544847129570943,-323.865514021261,0.6195264274234447
50,failed-recovery,"{""entry_loss"": 0.03, ""failed_recovery_minutes"": 60, ""opening_range_minutes"": 30, ""persistence"": 3, ""recovery_gap"": 0.015}",31516748181.82698,10000.0,506.1349424030316,0.8459982493630663,0.8454098875797245,376,1143,0.07254675558728829,-345.08190250962207,0.5946016522440505
51,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 3, ""session_loss"": 0.005}",2346654.0537299993,10000.0,92.95451084729835,0.7761177823656169,0.7761177823656169,376,647,7.060593455332231,-758.2623340653553,0.10920191653025468
52,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 5, ""session_loss"": 0.005}",4436803.053080004,10000.0,108.33694114525869,0.7852175366498738,0.7852175366498738,376,664,6.150618026906541,-742.8799037673949,0.12727302307601246
53,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 10, ""session_loss"": 0.005}",5729247.800550003,10000.0,114.850547803124,0.7912098497474729,0.7912098497474729,376,686,5.551386717146634,-736.3662971095297,0.13492513510456813
54,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 15, ""session_loss"": 0.005}",23826378.276869982,10000.0,155.07805994686467,0.7773693213980594,0.7773693213980594,376,709,6.935439552087985,-696.138784965789,0.18218396507740373
55,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 30, ""session_loss"": 0.005}",21447761.89544999,10000.0,151.86782377354794,0.7711971016068324,0.7674439537313366,376,738,7.55266153121068,-699.3490211391057,0.17841261563512836
56,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 3, ""session_loss"": 0.0075}",7364188.871059999,10000.0,121.44495231677084,0.7322557092794861,0.7322557092794861,376,762,11.446800763945308,-729.7718925958828,0.14267216754766257
57,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 5, ""session_loss"": 0.0075}",15305321.960899998,10000.0,141.83884748785277,0.7471245027304719,0.7471245027304719,376,773,9.95992141884673,-709.3779974248009,0.16663068680508475
58,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 10, ""session_loss"": 0.0075}",17213251.125749998,10000.0,145.2844760504593,0.7513925472610135,0.7513925472610135,376,784,9.533116965792576,-705.9323688621944,0.1706785725855407
